cell_id,product_id,city,category,week,disc_level_pct,price,units,net_rev_wk,disc_spend_wk,on_promo,held
122262_Bangalore,122262,Bangalore,Besan & Gram Flour,1,0.0,125.0,142.1,17760.0,0.0,False,False
122262_Bangalore,122262,Bangalore,Besan & Gram Flour,2,0.0,125.0,142.1,17760.0,0.0,False,False
122262_Bangalore,122262,Bangalore,Besan & Gram Flour,3,0.0,125.0,142.1,17760.0,0.0,False,False
122262_Bangalore,122262,Bangalore,Besan & Gram Flour,4,0.0,125.0,142.1,17760.0,0.0,False,False
122262_Bangalore,122262,Bangalore,Besan & Gram Flour,5,0.0,125.0,142.1,17760.0,0.0,False,False
122262_Bangalore,122262,Bangalore,Besan & Gram Flour,6,0.0,125.0,142.1,17760.0,0.0,False,False
122262_Bangalore,122262,Bangalore,Besan & Gram Flour,7,0.0,125.0,142.1,17760.0,0.0,False,False
122262_Bangalore,122262,Bangalore,Besan & Gram Flour,8,0.0,125.0,142.1,17760.0,0.0,False,False
122262_Bangalore,122262,Bangalore,Besan & Gram Flour,9,0.0,125.0,142.1,17760.0,0.0,False,False
122262_Bangalore,122262,Bangalore,Besan & Gram Flour,10,0.0,125.0,142.1,17760.0,0.0,False,False
122262_Bangalore,122262,Bangalore,Besan & Gram Flour,11,0.0,125.0,142.1,17760.0,0.0,False,False
122262_Bangalore,122262,Bangalore,Besan & Gram Flour,12,0.0,125.0,142.1,17760.0,0.0,False,False
122262_Chandigarh Tricity,122262,Chandigarh Tricity,Besan & Gram Flour,1,0.0,125.0,18.8,2354.0,0.0,False,False
122262_Chandigarh Tricity,122262,Chandigarh Tricity,Besan & Gram Flour,2,0.0,125.0,18.8,2354.0,0.0,False,False
122262_Chandigarh Tricity,122262,Chandigarh Tricity,Besan & Gram Flour,3,0.0,125.0,18.8,2354.0,0.0,False,False
122262_Chandigarh Tricity,122262,Chandigarh Tricity,Besan & Gram Flour,4,0.0,125.0,18.8,2354.0,0.0,False,False
122262_Chandigarh Tricity,122262,Chandigarh Tricity,Besan & Gram Flour,5,0.0,125.0,18.8,2354.0,0.0,False,False
122262_Chandigarh Tricity,122262,Chandigarh Tricity,Besan & Gram Flour,6,0.0,125.0,18.8,2354.0,0.0,False,False
122262_Chandigarh Tricity,122262,Chandigarh Tricity,Besan & Gram Flour,7,0.0,125.0,18.8,2354.0,0.0,False,False
122262_Chandigarh Tricity,122262,Chandigarh Tricity,Besan & Gram Flour,8,0.0,125.0,18.8,2354.0,0.0,False,False
122262_Chandigarh Tricity,122262,Chandigarh Tricity,Besan & Gram Flour,9,0.0,125.0,18.8,2354.0,0.0,False,False
